path,filename,artifact_id,domain,script_role,support_strength,recommended_relation,proposed_nodes,parse_status,line_count,sha256,main_guard,top_level_exec_count,random_call_count,io_call_count,plot_call_count,bridge_hit_count,ra_native_hit_count,risk_score,audit_decision,notes
data/DFT_Survey/actualization_thermo.py,actualization_thermo.py,ART-PY-actualization_thermo,complexity_life_thermo,dft_computation,external_dependency,blocked_missing_dependency,RA-COMP-004;RA-COMP-005,ok,87,f46813fec272bb20ad2296dcc9b29aef1478b06bc1113b281361674bc3be29e1,True,0,0,0,0,2,3,6,candidate_or_benchmark_not_proof,"PySCF/RDKit DFT script; failed locally due missing PySCF, so support pending environment/output."
data/DFT_Survey/thermo_batch_b3lyp.py,thermo_batch_b3lyp.py,ART-PY-thermo_batch_b3lyp,complexity_life_thermo,dft_computation,external_dependency,blocked_missing_dependency,RA-COMP-004;RA-COMP-005,ok,100,c2213f5763e58b46977ddcbac68ae959673c82fb08d2b342ab308673f6bf3eec,True,0,0,0,0,1,1,5,candidate_or_benchmark_not_proof,B3LYP/6-311+G* DFT survey; failed locally due missing PySCF.
src/RA_AQFT/D1_BDG_MCMC_simulation.py,D1_BDG_MCMC_simulation.py,ART-PY-D1_BDG_MCMC_simulation,matter_interactions,monte_carlo_simulation,hybrid_candidate,computes_candidate,RA-MOTIF-007;RA-PRED-002;RA-ARITH-004,ok,242,6fefd24e0fb0550cb87c6214e7d5e8710be8211f7ad23c141db37c28c04932e9,True,0,6,0,0,135,17,30,candidate_or_benchmark_not_proof,Seeded MCMC/phase-diagram script; reproduces several matter-sector claims but imports Λ_QCD/PDG/FLAG constants.
src/RA_AQFT/RA_BDG_Simulation.py,RA_BDG_Simulation.py,ART-PY-RA_BDG_Simulation,matter_interactions,computational_support_candidate,native_candidate,computes_candidate,RA-MOTIF-002;RA-MOTIF-003;RA-MOTIF-004,ok,318,89b953811c9dd42ad32370f2acc415d37b0ddaee978a7c99910ffc8a0962e004,True,0,5,0,0,35,15,34,candidate_or_benchmark_not_proof,Stable BDG pattern enumeration / D1 foundation; useful but says full proof requires systematic enumeration.
src/RA_AQFT/RA_D1_Proof.py,RA_D1_Proof.py,ART-PY-RA_D1_Proof,matter_interactions,computational_support_candidate,native_candidate,computes_candidate,RA-MOTIF-002;RA-MOTIF-003;RA-MOTIF-004;RA-MOTIF-005;RA-MOTIF-008,ok,256,3e9cebcae335bf0bd1f7db1ec569f971ba9502189d3c90d5767d5d26547f7eeb,False,1,0,0,0,10,21,14,candidate_or_benchmark_not_proof,"Computational proof script for D1 families; smoke test timed under 8s, needs command/runtime capture."
src/RA_AQFT/RA_RASM_Verification.py,RA_RASM_Verification.py,ART-PY-RA_RASM_Verification,matter_interactions,verification_benchmark,hybrid_candidate,benchmarks,RA-ARITH-003;RA-MOTIF-006;RA-PRED-001;RA-PRED-002,ok,155,2fdedcec0f8019896c8f3e6d800f98234a23379f35ef15ed8c08756a657c4da1,False,68,0,0,0,27,13,29,candidate_or_benchmark_not_proof,Broad verification harness; mixes native algebraic identities with hybrid/PDG checks.
src/RA_AQFT/antichain_drift.py,antichain_drift.py,ART-PY-antichain_drift,gravity_cosmology,monte_carlo_derivation,native_candidate,computes_candidate,RA-GRAV-007;RA-OPEN-004;RA-PRED-005,ok,332,29530a5bb0b82db4a79feb35a48d0879d2997c117690261b43efcf04001d6094,False,44,3,0,0,23,12,32,candidate_or_benchmark_not_proof,Seeded antichain-drift computation; supports local drift statistic and expansion-environment targets.
src/RA_AQFT/bdg_multicoupling.py,bdg_multicoupling.py,ART-PY-bdg_multicoupling,matter_interactions,exploratory_model,hybrid_candidate,candidate_support,RA-OPEN-001;RA-OPEN-002,ok,486,a695904d71644d77ff39c301720de59f7e3f3d5defe56cb839c95fb5102c515f,False,43,1,0,0,144,16,34,candidate_or_benchmark_not_proof,Depth-level force/coupling model; conceptually rich but bridge-heavy and not an active proof.
src/RA_AQFT/berry_bridge.py,berry_bridge.py,ART-PY-berry_bridge,berry_phase,bridge_cartography,bridge_cartography,candidate_support,,ok,353,6030a1d42dbb55aa7df4677fcccbf1ebcde92400cfe8be8d2743ac66f5554f1e,False,50,0,0,0,43,24,29,do_not_promote_to_active_claim,"Berry/spin bridge; keep as restoration/cartography source, not active proof."
src/RA_AQFT/berry_computation.py,berry_computation.py,ART-PY-berry_computation,berry_phase,bridge_cartography,bridge_cartography,candidate_support,,ok,270,a289e23e6ee1a73156b59fc6e52eb9a0dfa056ed543cb4fdcaa07171a01d6d0c,False,31,0,0,0,35,18,29,do_not_promote_to_active_claim,Berry phase computation with boundary-coupled BDG action; restoration candidate only.
src/RA_AQFT/berry_decomposition.py,berry_decomposition.py,ART-PY-berry_decomposition,berry_phase,bridge_cartography,bridge_cartography,candidate_support,,ok,376,b639249792ef294ecca47100f13f45503b3f46437478a077d6a12bec386ec472,False,51,0,0,0,39,6,29,do_not_promote_to_active_claim,SU(4)/curvature decomposition; bridge-heavy restoration source.
src/RA_AQFT/berry_derive_f.py,berry_derive_f.py,ART-PY-berry_derive_f,berry_phase,computational_derivation_candidate,native_candidate,candidate_support,,ok,327,55c2c460fe8e97a1d176777b56da11b90f985d8c057fc40a90d266481baa366d,False,37,0,0,0,28,19,29,candidate_or_benchmark_not_proof,Derives transfer fraction from Poisson thinning; useful for future Berry/holonomy claim.
src/RA_AQFT/berry_final.py,berry_final.py,ART-PY-berry_final,berry_phase,computational_derivation_candidate,bridge_cartography,candidate_support,,ok,359,16cefa6c9c27ed478699d372c5ed99b319cc1c0a492ad959a14c0691fed2ad65,False,49,0,0,0,65,12,29,do_not_promote_to_active_claim,"Synthesizes sector-count/gauge-holonomy picture; structural identification, not active proof."
src/RA_AQFT/berry_gauge.py,berry_gauge.py,ART-PY-berry_gauge,berry_phase,computational_derivation_candidate,bridge_cartography,candidate_support,,ok,363,9315901e8c1cc0a9cd22a1195b4367d83872e51bfa4000b01cc143ffe901d1df,False,58,0,0,0,62,23,29,do_not_promote_to_active_claim,Gauge hierarchy script; useful restoration source; open questions are explicit.
src/RA_AQFT/berry_theorems.py,berry_theorems.py,ART-PY-berry_theorems,berry_phase,computational_derivation_candidate,bridge_cartography,candidate_support,,ok,467,0314324f9c240c76ceedca5025c30eeb2eb2a972d6965eb2b787d23d52a0fbe4,False,74,0,0,0,46,2,29,do_not_promote_to_active_claim,Four theorem-extracting computations; not currently mapped into v0.5 active claims.
src/RA_AQFT/berry_thinning.py,berry_thinning.py,ART-PY-berry_thinning,berry_phase,computational_derivation_candidate,native_candidate,candidate_support,,ok,396,02a98d30328d08fb871a5d611106f3aa0f0b27a31b2bb634c17d3c277c2ba008,False,42,0,0,0,31,30,29,candidate_or_benchmark_not_proof,Poisson-thinning justification for transfer law; likely the cleanest Berry-family native subclaim.
src/RA_AQFT/berry_transfer.py,berry_transfer.py,ART-PY-berry_transfer,berry_phase,computational_derivation_candidate,bridge_cartography,candidate_support,,ok,446,29fccb11191a5877b321e2d40384237c4a8349638680def180e4feaedd5f4660,False,76,0,0,0,76,25,29,do_not_promote_to_active_claim,Discrete inter-sector transfer; restoration source.
src/RA_AQFT/born_rule_derivation.py,born_rule_derivation.py,ART-PY-born_rule_derivation,aqft_bridge,bridge_cartography,bridge_cartography,do_not_promote,,ok,353,4546057ee6b35fa0583162614057111f5f405be0a0580d20df9a5208af368e24,False,33,0,0,0,51,13,29,do_not_promote_to_active_claim,"Uses QFT Hamiltonian/local amplitude language; preserve as non-target/bridge note, not active RA proof."
src/RA_AQFT/branching_volume.py,branching_volume.py,ART-PY-branching_volume,gravity_cosmology,exploratory_model,native_candidate,candidate_support,RA-GRAV-003;RA-OPEN-005;RA-PRED-007,ok,339,aec2a402d027cae23135a80d9237aa28760bdb1bea21d46a779b1160272345ac,False,28,0,0,0,12,16,16,candidate_or_benchmark_not_proof,Daughter/fragmentation volume model; restoration candidate for severance inheritance.
src/RA_AQFT/bullet_cluster.py,bullet_cluster.py,ART-PY-bullet_cluster,gravity_cosmology,phenomenology_benchmark,phenomenology,benchmarks,RA-PRED-006;RA-OPEN-003,ok,367,57cdb6b0cefcdc14de3cb8626a927b9a08999afbdb7c1e3d62a6f0af74d5cdb0,False,57,0,0,0,106,26,29,candidate_or_benchmark_not_proof,"Bullet Cluster source-law benchmark; phenomenology, not proof."
